age,sleep_hours,tasks_planned,tasks_completed,focus_hours,stress_level,motivation_level,task_interest,self_control,routine_consistency,peak_productivity_time,screen_time_minutes,procrastination_score
18,5.8,7,6,7.2,1,2,3.0,5.0,No,Evening,125,1
35,8.0,7,5,5.9,1,4,3.0,5.0,Yes,Afternoon,75,1
40,6.9,7,6,6.4,1,1,3.0,5.0,Yes,Evening,96,1
26,6.2,6,5,6.2,4,5,4.0,5.0,Yes,Evening,61,1
21,5.1,7,5,7.2,3,5,4.0,5.0,No,Evening,70,1
17,8.8,4,3,7.9,4,1,2.0,5.0,Yes,Afternoon,88,1
22,5.3,6,4,6.2,2,4,3.0,4.0,No,Evening,131,1
33,8.5,3,2,7.5,2,2,2.0,5.0,Yes,Afternoon,156,1
17,7.3,4,3,6.2,3,1,2.0,5.0,Yes,Afternoon,120,1
32,7.7,4,3,5.7,5,5,4.0,4.0,Yes,Morning,158,1
26,5.1,7,5,6.5,5,4,3.0,5.0,No,Morning,86,1
27,6.8,6,4,5.3,3,1,2.0,4.0,Yes,Evening,92,1
34,7.1,7,5,6.5,3,5,4.0,5.0,Yes,Afternoon,161,1
37,6.9,6,4,5.6,5,5,4.0,4.0,Yes,Morning,67,1
39,5.8,5,4,6.1,1,1,2.0,4.0,No,Evening,176,1
40,5.8,6,4,6.7,3,1,2.0,5.0,No,Morning,157,1
22,8.9,3,2,5.6,3,1,2.0,4.0,Yes,Morning,127,1
35,7.2,4,3,5.6,1,2,3.0,4.0,Yes,Afternoon,67,1
21,7.5,4,3,7.0,3,3,3.0,5.0,Yes,Afternoon,95,1
36,7.4,3,2,6.2,5,1,2.0,4.0,Yes,Morning,151,1
39,8.9,5,3,5.5,2,1,2.0,4.0,Yes,Morning,146,1
16,7.1,7,5,5.2,5,2,3.0,4.0,Yes,Afternoon,81,1
32,8.1,7,5,5.7,1,4,3.0,4.0,Yes,Evening,156,1
26,5.5,3,2,5.4,1,1,2.0,4.0,No,Afternoon,131,1
37,5.8,3,2,6.5,3,4,3.0,5.0,No,Morning,64,1
33,7.4,5,4,6.9,5,2,3.0,5.0,Yes,Evening,177,1
36,6.4,7,6,7.3,1,5,4.0,5.0,Yes,Morning,170,1
32,6.7,7,6,7.5,4,1,3.0,5.0,Yes,Evening,163,1
22,8.0,3,2,6.9,1,4,3.0,5.0,Yes,Morning,88,1
32,8.1,6,5,5.6,3,2,3.0,5.0,Yes,Evening,98,1
35,7.8,4,2,5.8,5,3,2.0,4.0,Yes,Evening,69,1
24,7.5,3,2,6.2,4,4,3.0,4.0,Yes,Morning,71,1
32,6.1,4,3,7.9,3,2,3.0,5.0,Yes,Evening,159,1
35,8.8,3,2,6.9,4,1,2.0,5.0,Yes,Afternoon,139,1
37,6.3,4,3,7.1,5,4,3.0,5.0,Yes,Morning,68,1
37,6.0,7,6,7.3,3,5,4.0,5.0,Yes,Afternoon,176,1
23,8.7,6,4,6.3,1,1,2.0,5.0,Yes,Morning,77,1
32,7.0,5,4,5.4,2,2,3.0,4.0,Yes,Evening,111,1
22,7.6,4,3,7.9,2,1,2.0,5.0,Yes,Evening,81,1
16,7.3,4,3,7.0,5,4,3.0,5.0,Yes,Evening,125,1
28,7.4,7,5,7.7,5,3,3.0,5.0,Yes,Morning,74,1
38,8.9,5,4,6.7,4,3,3.0,5.0,Yes,Afternoon,180,1
34,8.1,5,3,8.0,4,2,2.0,5.0,Yes,Afternoon,74,1
39,7.3,3,2,5.1,5,3,3.0,4.0,Yes,Morning,90,1
34,6.2,7,4,6.3,5,4,3.0,4.0,Yes,Morning,80,1
32,7.5,5,4,5.6,4,3,3.0,5.0,Yes,Afternoon,70,1
28,7.6,6,5,5.8,2,5,4.0,5.0,Yes,Afternoon,140,1
31,8.8,4,2,6.3,5,3,2.0,4.0,Yes,Afternoon,153,1
23,5.3,3,2,6.1,3,1,2.0,4.0,No,Afternoon,151,1
34,5.2,7,6,7.4,2,5,4.0,5.0,No,Morning,107,1
33,8.6,7,5,8.0,3,4,3.0,5.0,Yes,Morning,101,1
16,6.0,3,2,6.9,2,5,4.0,5.0,No,Evening,87,1
29,7.5,5,3,6.4,3,1,2.0,4.0,Yes,Afternoon,83,1
34,6.1,4,3,5.5,2,1,2.0,4.0,Yes,Evening,143,1
30,7.9,6,5,5.3,1,3,3.0,4.0,Yes,Morning,173,1
33,8.1,3,2,6.8,5,1,2.0,5.0,Yes,Morning,101,1
17,8.1,6,5,5.5,5,1,3.0,5.0,Yes,Evening,62,1
37,7.9,7,6,5.7,1,2,3.0,5.0,Yes,Afternoon,130,1
32,8.0,5,4,7.2,1,4,4.0,5.0,Yes,Afternoon,108,1
33,5.9,3,2,6.1,3,5,4.0,4.0,No,Afternoon,140,1
21,8.4,4,2,5.6,1,4,3.0,4.0,Yes,Afternoon,130,1
34,8.5,5,4,6.3,2,3,3.0,5.0,Yes,Evening,81,1
19,7.8,7,5,7.3,2,3,3.0,5.0,Yes,Evening,135,1
16,7.5,3,2,6.1,4,4,3.0,4.0,Yes,Morning,118,1
23,7.1,7,5,6.8,5,5,4.0,5.0,Yes,Afternoon,179,1
38,6.5,3,2,6.3,4,4,3.0,4.0,Yes,Afternoon,165,1
22,8.1,5,3,7.9,1,5,4.0,5.0,Yes,Afternoon,155,1
18,6.0,4,3,5.7,1,4,3.0,4.0,No,Evening,106,1
25,5.3,3,2,5.5,2,3,3.0,4.0,No,Afternoon,178,1
25,6.6,4,2,6.7,5,4,3.0,4.0,Yes,Evening,151,1
34,6.2,3,2,5.9,3,1,2.0,4.0,Yes,Afternoon,113,1
29,5.4,5,3,7.3,2,4,3.0,5.0,No,Afternoon,93,1
17,6.3,3,2,7.0,3,5,4.0,5.0,Yes,Morning,127,1
16,5.8,6,4,6.0,2,2,3.0,4.0,No,Afternoon,60,1
38,8.0,3,2,7.2,5,2,2.0,5.0,Yes,Afternoon,122,1
38,7.6,3,2,7.3,5,3,3.0,5.0,Yes,Morning,171,1
33,6.6,7,6,6.2,4,4,4.0,5.0,Yes,Evening,76,1
22,5.0,3,2,6.3,4,3,3.0,4.0,No,Evening,169,1
23,7.3,3,2,7.2,3,4,3.0,5.0,Yes,Afternoon,176,1
16,5.9,3,2,5.5,5,2,2.0,4.0,No,Evening,179,1
40,8.1,6,5,6.3,3,4,4.0,5.0,Yes,Afternoon,157,1
38,5.5,7,6,5.0,2,1,3.0,4.0,No,Morning,100,1
18,6.7,5,4,6.6,2,2,3.0,5.0,Yes,Morning,108,1
39,8.5,6,5,5.1,3,5,4.0,4.0,Yes,Afternoon,87,1
38,6.9,7,6,5.6,5,4,4.0,5.0,Yes,Morning,134,1
23,8.2,4,3,5.2,2,1,2.0,4.0,Yes,Morning,92,1
37,5.7,3,2,7.7,1,2,2.0,5.0,No,Afternoon,113,1
40,8.8,5,4,6.9,2,3,3.0,5.0,Yes,Afternoon,116,1
30,8.4,6,5,5.7,1,3,3.0,5.0,Yes,Morning,142,1
20,8.6,7,6,6.8,5,3,3.0,5.0,Yes,Evening,98,1
18,6.1,7,5,8.0,4,3,3.0,5.0,Yes,Evening,169,1
34,6.5,5,4,6.6,3,3,3.0,5.0,Yes,Afternoon,102,1
16,7.5,4,3,6.2,3,4,3.0,4.0,Yes,Afternoon,134,1
30,8.8,3,2,7.2,5,3,3.0,5.0,Yes,Evening,125,1
23,7.3,4,3,7.4,1,1,2.0,5.0,Yes,Morning,134,1
17,6.1,7,6,6.0,5,3,3.0,5.0,Yes,Evening,61,1
18,6.4,3,2,6.5,5,5,4.0,4.0,Yes,Evening,130,1
39,5.0,6,5,6.7,4,4,4.0,5.0,No,Evening,95,1
29,7.2,6,5,7.7,1,1,3.0,5.0,Yes,Evening,114,1
39,8.2,3,2,7.8,3,4,3.0,5.0,Yes,Afternoon,77,1
29,6.4,6,5,6.9,4,4,4.0,5.0,Yes,Afternoon,159,1
26,6.8,6,4,7.2,1,1,2.0,5.0,Yes,Morning,124,1
31,5.0,3,2,6.3,1,5,4.0,4.0,No,Morning,70,1
19,5.3,5,4,7.6,2,4,4.0,5.0,No,Morning,111,1
35,7.0,3,2,6.3,4,2,2.0,4.0,Yes,Morning,177,1
20,5.8,5,4,7.2,3,3,3.0,5.0,No,Evening,119,1
37,6.4,6,5,7.6,2,3,3.0,5.0,Yes,Afternoon,94,1
36,6.7,3,2,6.2,5,3,3.0,4.0,Yes,Afternoon,138,1
29,5.7,4,3,5.2,5,4,3.0,4.0,No,Morning,135,1
38,6.1,3,2,7.9,4,1,2.0,5.0,Yes,Morning,70,1
31,6.3,3,2,5.9,2,4,3.0,4.0,Yes,Evening,146,1
33,5.2,7,5,7.8,2,5,4.0,5.0,No,Evening,81,1
22,7.6,7,5,7.3,1,5,4.0,5.0,Yes,Morning,79,1
25,6.1,6,5,6.8,3,1,3.0,5.0,Yes,Afternoon,141,1
22,7.0,6,4,7.8,5,4,3.0,5.0,Yes,Afternoon,168,1
16,7.2,4,2,7.3,5,2,2.0,5.0,Yes,Afternoon,77,1
38,7.6,3,2,5.1,2,3,3.0,4.0,Yes,Morning,122,1
36,8.5,4,3,6.3,3,5,4.0,5.0,Yes,Afternoon,125,1
34,6.5,5,4,7.7,1,2,3.0,5.0,Yes,Evening,62,1
31,5.1,3,2,6.9,2,2,2.0,5.0,No,Evening,68,1
34,8.6,7,5,5.5,4,3,3.0,4.0,Yes,Morning,90,1
19,8.7,6,5,5.4,2,3,3.0,4.0,Yes,Evening,115,1
33,6.6,6,5,5.0,1,2,3.0,4.0,Yes,Morning,173,1
17,7.0,4,3,6.0,5,2,3.0,4.0,Yes,Afternoon,120,1
16,8.7,5,3,7.2,1,1,2.0,5.0,Yes,Afternoon,135,1
30,6.6,5,4,6.2,1,1,2.0,5.0,Yes,Afternoon,81,1
20,5.2,6,4,7.8,5,2,3.0,5.0,No,Evening,152,1
35,5.7,3,2,7.1,2,1,2.0,5.0,No,Morning,141,1
26,7.8,3,2,6.0,5,4,3.0,4.0,Yes,Afternoon,92,1
25,8.4,6,5,6.3,2,2,3.0,5.0,Yes,Morning,87,1
17,7.4,4,3,5.8,3,2,3.0,4.0,Yes,Afternoon,180,1
18,8.7,4,3,6.4,2,1,2.0,5.0,Yes,Evening,91,1
38,5.9,4,3,5.6,1,3,3.0,4.0,No,Evening,179,1
38,6.4,7,5,7.7,4,1,2.0,5.0,Yes,Morning,133,1
27,7.0,3,2,8.0,4,3,3.0,5.0,Yes,Evening,113,1
35,6.7,3,2,7.7,4,2,2.0,5.0,Yes,Evening,105,1
20,7.8,6,5,6.2,1,3,3.0,5.0,Yes,Morning,140,1
20,6.8,3,2,5.5,5,1,2.0,4.0,Yes,Afternoon,131,1
21,7.7,7,6,7.2,1,1,3.0,5.0,Yes,Evening,91,1
24,5.6,6,5,5.5,1,4,4.0,5.0,No,Morning,104,1
17,7.1,5,4,5.2,2,1,2.0,4.0,Yes,Evening,103,1
36,8.7,7,6,8.0,4,1,3.0,5.0,Yes,Evening,103,1
27,5.9,3,2,5.4,1,2,2.0,4.0,No,Evening,178,1
18,7.6,3,2,5.8,5,4,3.0,4.0,Yes,Evening,145,1
35,8.0,3,2,5.4,3,2,2.0,4.0,Yes,Morning,179,1
37,7.2,5,4,5.4,3,4,4.0,4.0,Yes,Morning,149,1
27,7.1,4,3,6.8,5,1,2.0,5.0,Yes,Morning,83,1
39,6.1,3,2,5.7,5,2,2.0,4.0,Yes,Evening,113,1
32,5.7,7,5,7.0,5,2,3.0,5.0,No,Evening,90,1
25,9.0,5,4,7.0,3,2,3.0,5.0,Yes,Evening,117,1
39,7.1,5,4,5.7,1,2,3.0,4.0,Yes,Morning,113,1
29,5.9,5,4,5.8,4,4,4.0,4.0,No,Evening,154,1
38,7.8,7,5,7.6,1,2,3.0,5.0,Yes,Afternoon,78,1
32,7.4,4,3,6.7,1,2,3.0,5.0,Yes,Evening,93,1
33,7.3,6,5,7.2,4,2,3.0,5.0,Yes,Afternoon,158,1
34,8.7,6,4,6.5,5,5,4.0,5.0,Yes,Evening,142,1
32,5.5,3,2,6.6,4,5,4.0,4.0,No,Morning,100,1
29,8.7,5,4,5.5,1,3,3.0,4.0,Yes,Evening,81,1
24,6.9,7,6,7.2,1,4,4.0,5.0,Yes,Afternoon,127,1
23,6.8,6,4,7.1,2,5,4.0,5.0,Yes,Afternoon,84,1
17,5.6,4,3,5.1,2,1,2.0,4.0,No,Evening,133,1
28,5.7,5,4,6.3,5,5,4.0,5.0,No,Afternoon,77,1
40,7.7,3,2,5.3,2,1,2.0,4.0,Yes,Afternoon,136,1
22,6.2,4,3,7.4,2,1,2.0,5.0,Yes,Morning,158,1
24,7.8,7,5,6.1,5,5,4.0,5.0,Yes,Evening,118,1
37,5.8,7,4,6.5,1,5,4.0,4.0,No,Evening,156,1
37,7.1,4,2,6.7,1,2,2.0,4.0,Yes,Evening,162,1
26,6.6,7,5,7.2,1,2,3.0,5.0,Yes,Afternoon,104,1
29,7.6,6,5,6.3,2,2,3.0,5.0,Yes,Evening,99,1
19,6.7,3,2,7.5,4,3,3.0,5.0,Yes,Evening,118,1
28,8.6,4,3,5.4,3,5,4.0,4.0,Yes,Morning,154,1
17,8.1,3,2,7.8,1,2,2.0,5.0,Yes,Morning,63,1
38,7.4,7,5,7.6,4,4,3.0,5.0,Yes,Morning,152,1
20,6.4,6,5,6.7,1,2,3.0,5.0,Yes,Afternoon,141,1
26,7.7,5,4,6.9,2,3,3.0,5.0,Yes,Evening,142,1
21,7.1,4,3,6.4,1,4,3.0,5.0,Yes,Morning,97,1
33,8.1,6,4,5.7,5,2,3.0,4.0,Yes,Morning,103,1
36,8.4,4,3,6.9,4,3,3.0,5.0,Yes,Morning,140,1
25,7.9,4,3,6.1,4,5,4.0,5.0,Yes,Evening,107,1
19,6.9,7,5,7.7,5,1,2.0,5.0,Yes,Evening,65,1
24,8.9,4,2,5.3,4,5,3.0,3.0,Yes,Evening,173,1
21,7.8,7,6,8.0,3,5,4.0,5.0,Yes,Afternoon,169,1
17,6.4,6,5,5.5,1,3,3.0,5.0,Yes,Afternoon,92,1
32,7.3,5,4,5.8,2,3,3.0,4.0,Yes,Morning,175,1
20,7.6,4,2,7.4,4,4,3.0,4.0,Yes,Evening,137,1
40,6.1,7,6,7.9,3,4,4.0,5.0,Yes,Morning,169,1
21,5.6,4,3,7.0,5,2,3.0,5.0,No,Evening,163,1
27,8.8,4,3,7.7,3,5,4.0,5.0,Yes,Evening,132,1
38,8.8,4,3,8.0,3,3,3.0,5.0,Yes,Evening,170,1
36,8.9,4,3,7.4,2,4,3.0,5.0,Yes,Afternoon,135,1
25,8.8,6,5,6.8,1,5,4.0,5.0,Yes,Afternoon,130,1
37,5.4,5,3,7.0,3,3,3.0,4.0,No,Evening,162,1
36,8.5,4,3,7.8,1,3,3.0,5.0,Yes,Morning,149,1
40,6.6,5,3,5.9,3,3,3.0,4.0,Yes,Evening,124,1
21,5.1,6,5,6.4,1,2,3.0,5.0,No,Evening,104,1
23,8.6,6,5,5.4,5,3,3.0,5.0,Yes,Morning,66,1
17,8.2,3,2,5.1,4,3,3.0,4.0,Yes,Evening,170,1
27,5.9,7,6,8.0,5,1,3.0,5.0,No,Morning,145,1
28,8.5,4,3,5.6,3,4,3.0,4.0,Yes,Afternoon,98,1
40,7.8,7,6,5.8,1,5,4.0,5.0,Yes,Afternoon,78,1
36,6.9,5,4,6.3,4,3,3.0,5.0,Yes,Morning,76,1
22,5.7,4,3,6.8,1,1,2.0,5.0,No,Afternoon,143,1
25,7.6,3,2,5.7,4,2,2.0,4.0,Yes,Afternoon,141,1
28,7.4,5,4,5.5,1,2,3.0,4.0,Yes,Morning,137,1
32,5.4,7,5,6.2,5,4,3.0,5.0,No,Afternoon,74,1
36,5.3,5,4,7.1,5,5,4.0,5.0,No,Evening,167,1
29,8.8,5,4,6.2,1,1,2.0,5.0,Yes,Evening,82,1
17,6.8,3,2,7.9,3,1,2.0,5.0,Yes,Morning,140,1
37,6.9,3,2,6.6,3,3,3.0,4.0,Yes,Afternoon,173,1
26,5.9,7,6,7.6,3,3,3.0,5.0,No,Evening,89,1
16,5.6,5,4,7.6,5,4,4.0,5.0,No,Evening,67,1
34,7.9,3,2,6.2,1,5,4.0,4.0,Yes,Afternoon,86,1
36,6.3,5,4,5.8,1,4,4.0,4.0,Yes,Afternoon,133,1
19,6.7,4,3,5.4,3,3,3.0,4.0,Yes,Evening,117,1
34,7.4,3,2,6.2,2,1,2.0,4.0,Yes,Evening,161,1
36,5.3,3,2,7.8,2,2,2.0,5.0,No,Morning,114,1
26,8.6,6,5,7.3,1,1,3.0,5.0,Yes,Morning,105,1
23,5.3,7,5,6.2,2,2,3.0,5.0,No,Evening,97,1
26,5.7,4,3,6.4,5,2,3.0,5.0,No,Morning,114,1
19,7.0,7,5,7.4,4,5,4.0,5.0,Yes,Evening,139,1
32,8.0,4,3,7.8,5,2,3.0,5.0,Yes,Evening,74,1
22,5.8,7,5,8.0,1,3,3.0,5.0,No,Morning,76,1
23,7.5,4,3,5.3,2,3,3.0,4.0,Yes,Morning,119,1
18,5.8,6,4,5.2,3,1,2.0,4.0,No,Afternoon,76,1
37,5.6,5,4,6.9,2,3,3.0,5.0,No,Afternoon,100,1
17,7.9,3,2,6.7,5,3,3.0,4.0,Yes,Afternoon,176,1
38,5.9,5,4,6.7,1,4,4.0,5.0,No,Evening,102,1
30,5.7,3,2,8.0,2,5,4.0,5.0,No,Morning,131,1
39,5.4,5,4,7.0,1,1,2.0,5.0,No,Evening,134,1
37,6.2,4,3,6.8,3,1,2.0,5.0,Yes,Morning,138,1
37,5.8,5,4,7.7,5,2,3.0,5.0,No,Evening,109,1
20,7.6,5,4,5.8,3,2,3.0,5.0,Yes,Afternoon,68,1
39,6.6,7,6,5.9,3,3,3.0,5.0,Yes,Afternoon,91,1
16,5.3,7,4,6.9,3,1,2.0,4.0,No,Afternoon,133,1
19,6.6,3,2,7.9,1,1,2.0,5.0,Yes,Evening,163,1
30,6.6,4,3,6.6,3,5,4.0,5.0,Yes,Morning,115,1
35,5.3,7,6,6.5,1,2,3.0,5.0,No,Morning,147,1
34,7.6,7,5,5.9,5,1,2.0,4.0,Yes,Afternoon,112,1
18,6.1,6,4,6.3,5,3,3.0,5.0,Yes,Afternoon,99,1
35,6.9,4,3,7.8,4,5,4.0,5.0,Yes,Afternoon,147,1
26,8.4,5,3,5.7,4,2,2.0,4.0,Yes,Afternoon,61,1
32,7.5,6,4,6.6,5,3,3.0,5.0,Yes,Morning,132,1
28,6.4,3,2,6.0,2,5,4.0,4.0,Yes,Evening,111,1
26,5.1,7,5,7.1,2,4,3.0,5.0,No,Evening,149,1
17,6.6,4,3,7.1,4,5,4.0,5.0,Yes,Evening,77,1
24,8.1,5,4,6.1,2,4,4.0,4.0,Yes,Evening,176,1
17,5.3,7,5,5.0,2,1,2.0,4.0,No,Afternoon,69,1
36,7.4,6,5,7.3,4,5,4.0,5.0,Yes,Afternoon,81,1
24,8.8,3,2,5.1,1,5,4.0,4.0,Yes,Afternoon,152,1
24,8.8,6,4,6.5,1,1,2.0,5.0,Yes,Evening,137,1
23,5.4,6,5,6.8,4,1,3.0,5.0,No,Afternoon,121,1
32,8.6,5,4,5.1,3,2,3.0,4.0,Yes,Afternoon,102,1
16,6.3,7,6,7.8,5,3,3.0,5.0,Yes,Morning,116,1
40,5.1,4,2,6.4,4,5,3.0,4.0,No,Morning,178,1
26,7.9,6,5,5.6,4,2,3.0,5.0,Yes,Afternoon,84,1
23,7.3,4,3,6.0,1,4,3.0,4.0,Yes,Morning,100,1
25,8.2,5,4,7.7,1,5,4.0,5.0,Yes,Morning,164,1
40,7.5,5,3,6.8,1,3,3.0,5.0,Yes,Afternoon,122,1
22,7.3,7,5,7.6,4,3,3.0,5.0,Yes,Afternoon,161,1
18,6.8,6,4,6.2,5,4,3.0,4.0,Yes,Afternoon,146,1
18,5.6,6,5,6.5,2,4,4.0,5.0,No,Afternoon,123,1
33,8.1,4,3,6.4,4,4,3.0,4.0,Yes,Evening,152,1
20,7.1,4,3,6.8,1,4,3.0,5.0,Yes,Evening,154,1
27,6.4,3,2,5.6,2,1,2.0,4.0,Yes,Afternoon,163,1
27,6.9,5,4,7.9,2,4,4.0,5.0,Yes,Morning,102,1
34,6.6,7,5,7.9,2,4,3.0,5.0,Yes,Afternoon,129,1
21,8.3,3,2,6.1,4,3,3.0,4.0,Yes,Afternoon,145,1
17,6.2,5,4,7.4,1,2,3.0,5.0,Yes,Morning,128,1
27,6.4,4,3,5.8,4,1,2.0,4.0,Yes,Evening,161,1
34,5.2,4,2,5.6,4,1,2.0,4.0,No,Afternoon,101,1
20,7.1,3,2,7.8,4,1,2.0,5.0,Yes,Afternoon,90,1
27,8.3,4,3,6.0,4,2,3.0,4.0,Yes,Evening,166,1
32,7.6,4,3,7.0,4,2,3.0,5.0,Yes,Evening,80,1
32,8.5,5,3,7.8,4,4,3.0,5.0,Yes,Morning,72,1
25,7.6,7,5,7.8,3,5,4.0,5.0,Yes,Evening,130,1
40,6.8,3,2,5.6,2,1,2.0,4.0,Yes,Evening,118,1
38,6.4,3,2,6.0,4,3,3.0,4.0,Yes,Evening,134,1
32,7.6,6,4,7.5,5,5,4.0,5.0,Yes,Morning,129,1
30,7.1,5,3,7.1,4,2,2.0,5.0,Yes,Evening,68,1
27,6.7,4,2,7.4,5,3,2.0,5.0,Yes,Evening,68,1
31,5.8,4,3,6.8,1,5,4.0,5.0,No,Morning,136,1
39,6.5,6,4,7.6,2,4,3.0,5.0,Yes,Evening,110,1
34,8.2,4,3,7.4,5,2,3.0,5.0,Yes,Evening,177,1
23,7.9,5,4,6.6,1,5,4.0,5.0,Yes,Morning,99,1
36,5.2,3,2,7.7,2,2,2.0,5.0,No,Afternoon,84,1
32,5.2,6,4,7.9,5,4,3.0,5.0,No,Morning,133,1
38,8.2,3,2,5.5,4,1,2.0,4.0,Yes,Evening,75,1
20,5.4,7,6,7.0,5,2,3.0,5.0,No,Evening,120,1
37,6.4,6,5,5.7,5,1,3.0,5.0,Yes,Evening,75,1
31,6.5,6,5,6.8,1,4,4.0,5.0,Yes,Morning,134,1
21,8.5,3,2,7.5,2,2,2.0,5.0,Yes,Evening,66,1
23,6.8,6,5,6.3,2,1,3.0,5.0,Yes,Evening,172,1
40,6.2,5,4,8.0,4,4,4.0,5.0,Yes,Morning,115,1
33,6.5,5,3,6.0,1,4,3.0,4.0,Yes,Afternoon,163,1
40,8.3,7,6,5.4,2,2,3.0,5.0,Yes,Afternoon,98,1
27,6.0,3,2,7.5,5,5,4.0,5.0,No,Evening,89,1
30,6.4,4,2,6.4,2,5,3.0,4.0,Yes,Morning,61,1
24,8.7,6,4,7.9,3,2,3.0,5.0,Yes,Evening,123,1
28,5.5,3,2,7.8,3,5,4.0,5.0,No,Morning,69,1
30,8.3,4,3,7.9,3,1,2.0,5.0,Yes,Morning,105,1
25,7.9,5,3,6.2,5,5,4.0,4.0,Yes,Afternoon,157,1
31,6.4,7,6,6.4,3,3,3.0,5.0,Yes,Afternoon,171,1
22,6.7,7,5,7.6,2,1,2.0,5.0,Yes,Morning,173,1
32,6.2,3,2,5.3,2,4,3.0,4.0,Yes,Evening,154,1
38,5.3,5,4,5.9,2,3,3.0,5.0,No,Afternoon,86,1
36,5.7,4,3,7.1,5,5,4.0,5.0,No,Evening,136,1
37,7.8,4,2,7.3,3,1,2.0,4.0,Yes,Afternoon,111,1
22,7.3,5,4,7.3,4,2,3.0,5.0,Yes,Afternoon,62,1
29,6.9,7,5,5.9,5,3,3.0,4.0,Yes,Evening,136,1
30,8.6,6,5,6.0,5,2,3.0,5.0,Yes,Afternoon,162,1
36,8.8,6,4,6.3,2,1,2.0,4.0,Yes,Afternoon,114,1
22,7.3,5,4,5.5,4,1,2.0,4.0,Yes,Evening,152,1
24,7.0,3,2,7.7,4,2,2.0,5.0,Yes,Afternoon,176,1
34,5.4,6,5,7.3,2,4,4.0,5.0,No,Afternoon,122,1
31,6.3,7,5,5.9,3,2,3.0,4.0,Yes,Afternoon,109,1
23,8.3,5,4,6.4,3,1,2.0,5.0,Yes,Evening,63,1
33,8.0,3,2,5.5,4,2,2.0,4.0,Yes,Morning,141,1
38,8.2,3,2,7.8,1,4,3.0,5.0,Yes,Evening,69,1
33,5.3,3,2,5.6,3,2,2.0,4.0,No,Morning,138,1
35,8.0,4,3,8.0,2,5,4.0,5.0,Yes,Afternoon,115,1
22,5.1,6,5,7.6,2,5,4.0,5.0,No,Morning,84,1
18,8.0,4,3,7.0,1,2,3.0,5.0,Yes,Evening,70,1
33,7.7,7,5,7.9,1,2,3.0,5.0,Yes,Evening,152,1
25,5.9,3,2,7.7,4,2,2.0,5.0,No,Afternoon,92,1
22,7.3,3,2,5.9,2,5,4.0,4.0,Yes,Morning,135,1
32,6.5,3,2,7.3,3,3,3.0,5.0,Yes,Afternoon,179,1
29,5.5,6,4,7.1,3,3,3.0,5.0,No,Afternoon,84,1
39,5.3,7,5,6.1,2,5,4.0,5.0,No,Evening,74,1
18,8.4,5,4,6.5,5,5,4.0,5.0,Yes,Morning,162,1
27,7.2,3,2,7.7,3,1,2.0,5.0,Yes,Morning,175,1
28,6.2,4,3,5.1,2,5,4.0,4.0,Yes,Morning,139,1
17,6.5,5,4,5.4,4,4,4.0,4.0,Yes,Morning,136,1
18,7.1,4,3,5.0,4,3,3.0,4.0,Yes,Afternoon,67,1
20,6.5,5,3,7.1,3,3,3.0,5.0,Yes,Afternoon,135,1
26,6.8,5,3,6.6,4,2,2.0,4.0,Yes,Evening,117,1
23,6.0,7,6,5.8,4,2,3.0,5.0,No,Afternoon,117,1
38,7.4,4,3,7.9,5,5,4.0,5.0,Yes,Afternoon,91,1
38,8.8,3,2,5.4,5,4,3.0,4.0,Yes,Evening,139,1
27,8.0,7,6,7.6,5,3,3.0,5.0,Yes,Evening,74,1
22,7.4,6,5,6.7,1,1,3.0,5.0,Yes,Evening,115,1
30,6.2,5,3,6.1,4,2,2.0,4.0,Yes,Afternoon,123,1
39,6.7,3,2,5.8,3,2,2.0,4.0,Yes,Afternoon,162,1
32,6.9,7,5,6.7,4,1,2.0,5.0,Yes,Evening,167,1
19,8.7,5,3,6.4,3,3,3.0,4.0,Yes,Evening,158,1
37,8.8,6,4,6.7,3,3,3.0,5.0,Yes,Evening,120,1
40,5.2,6,5,6.3,1,5,4.0,5.0,No,Afternoon,79,1
28,5.5,4,3,7.1,3,2,3.0,5.0,No,Afternoon,110,1
33,8.8,5,4,7.4,5,2,3.0,5.0,Yes,Morning,131,1
16,8.8,5,4,5.6,5,1,2.0,5.0,Yes,Afternoon,64,1
31,7.1,5,4,7.7,1,4,4.0,5.0,Yes,Afternoon,145,1
28,6.4,6,4,6.8,1,5,4.0,5.0,Yes,Afternoon,95,1
25,5.1,7,4,5.0,5,5,4.0,4.0,No,Evening,121,1
27,8.6,4,3,6.4,5,3,3.0,4.0,Yes,Afternoon,158,1
17,6.3,3,2,5.1,3,3,3.0,3.0,Yes,Evening,170,1
38,8.9,3,2,5.3,5,1,2.0,4.0,Yes,Morning,178,1
18,5.4,6,4,7.4,4,5,4.0,5.0,No,Morning,136,1
25,7.4,5,3,6.9,3,3,3.0,5.0,Yes,Evening,88,1
17,6.6,3,2,6.2,5,2,2.0,4.0,Yes,Evening,172,1
38,7.0,6,4,7.2,5,1,2.0,5.0,Yes,Evening,66,1
28,9.0,5,4,6.1,1,5,4.0,5.0,Yes,Afternoon,71,1
28,8.9,6,5,6.2,1,2,3.0,5.0,Yes,Morning,115,1
33,7.3,5,4,5.4,4,5,4.0,4.0,Yes,Evening,154,1
18,5.2,3,2,6.8,1,1,2.0,5.0,No,Afternoon,86,1
22,8.1,5,4,6.7,1,3,3.0,5.0,Yes,Morning,164,1
